"id,""name"",""url"",""ESG"",""E"",""S"",""G"""
"3774,""SURETY.AI"",""https://icomarks.com/ico/SURETY-AI"","""","""","""","""""
"3778,""Telegram Open Network"",""https://icomarks.com/blockchain/telegram-open-network"","""","""","""","""""
"3856,""Bit.team Market Place"",""https://icomarks.com/ico/Bit-team-Market-Place"","""","""","""","""""
"3870,""C3C.Network"",""https://icomarks.com/ico/C3C-Network"","""","""","""","""""
"3871,""Carbon Grid Protocol"",""https://icomarks.com/ico/new-era-energy"","""","""","""","""""
"3877,""Chynge.net"",""https://icomarks.com/ico/Chynge-net"","""","""","""","""""
"3881,""Cofound.it"",""https://icomarks.com/ico/CofoundIT"","""","""","""","""""
"3890,""Cryptassist"",""https://icomarks.com/blockchain/cryptassist"","""","""","""","""""
"3908,""Develop[crypto]"",""https://icomarks.com/ico/develop-crypto"","""","""","""","""""
"3929,""Gapi Coin"",""https://icomarks.com/ico/gapi-coin-gp"","""","""","""","""""
"3934,""Gem4me Market Space"",""https://icomarks.com/ico/marketspace"","""","""","""","""""
"3935,""Genevieve VC"",""https://icomarks.com/blockchain/genevieve-vc"","""","""","""","""""
"3941,""Grow & Mine"",""https://icomarks.com/ico/grow-amp-mine"","""","""","""","""""
"3962,""KC Bank"",""https://icomarks.com/ico/karatcoin-bank"","""","""","""","""""
"3980,""Mijn Vastgoed"",""https://icomarks.com/ico/mijn-vastgoed-dutch-real-estate"","""","""","""","""""
"3992,""NGS (NEW GENERATION SECURITY)"",""https://icomarks.com/ico/ngs-new-generation-security"","""","""","""","""""
"3997,""onG.social"",""https://icomarks.com/ico/ongsocial"","""","""","""","""""
"4011,""REANIMATOR"",""https://icomarks.com/blockchain/reanimator"","""","""","""","""""
"4016,""R_Block"",""https://icomarks.com/ico/rblock"","""","""","""","""""
"4053,""TWQ Token"",""https://icomarks.com/ieo/TWQToken"","""","""","""","""""
"4070,""VTradeExchange OÃœ"",""https://icomarks.com/ico/vtrade"","""","""","""","""""
"4092,""AMPLE! Coin"",""https://icomarks.com/ico/ample-coin"","""","""","""","""""
"4107,""BitWorld"",""https://icomarks.com/ico/bit-world-exchange"","""","""","""","""""
"4142,""DANS"",""https://icomarks.com/ico/dans-decentralised-advertising-network-service"","""","""","""","""""
"4171,""Feelium"",""https://icomarks.com/ico/feelium-coin"","""","""","""","""""
"4206,""JoinGrowth"",""https://icomarks.com/ico/joingrowth-network"","""","""","""","""""
"4245,""Notarchain-es"",""https://icomarks.com/ico/notarchain-es"","""","""","""","""""
"4246,""Nuvus-io"",""https://icomarks.com/ico/Nuvus-IO"","""","""","""","""""
"4265,""Qilin-Market"",""https://icomarks.com/ico/qilinmarket"","""","""","""","""""
"4269,""Re:Factor"",""https://icomarks.com/ico/re-factor"","""","""","""","""""
"4278,""Run2Play - The Blockchain Fitness Platform"",""https://icomarks.com/ico/run2play-the-blockchain-fitness-platform"","""","""","""","""""
"4282,""Shark Trade"",""https://icomarks.com/airdrop/shark-trade"","""","""","""","""""
"4288,""SocialMedia-Market"",""https://icomarks.com/blockchain/socialmedia-market"","""","""","""","""""
"4296,""STeX"",""https://icomarks.com/ico/stex-1"","""","""","""","""""
"4304,""SYN LEDGER"",""https://icomarks.com/ieo/syn-ledger-IEO"","""","""","""","""""
"4311,""Thor"",""https://icomarks.com/ico/thor-token"","""","""","""","""""
"4316,""TradeTEX"",""https://icomarks.com/ico/tradetex-exchange"","""","""","""","""""
"4319,""TrustED"",""https://icomarks.com/ico/trusted1542578417"","""","""","""","""""
"4325,""UZYTH ECOSYSTEm"",""https://icomarks.com/ieo/uzyth-ecosytem"","""","""","""","""""
"4332,""Vital"",""https://icomarks.com/ico/vital-neuro-inc"","""","""","""","""""
"4424,""Game.com"",""https://icomarks.com/ico/gamecom"","""","""","""","""""
"4436,""Hedge-pro"",""https://icomarks.com/ico/hedge-pro"","""","""","""","""""
"4447,""Incremint-io"",""https://icomarks.com/ico/Incremint-IO"","""","""","""","""""
"4465,""Lydian"",""https://icomarks.com/ico/lydian-preico"","""","""","""","""""
"4468,""MASS-cloud"",""https://icomarks.com/blockchain/mass-cloud"","""","""","""","""""
"4477,""Nami-Trade"",""https://icomarks.com/ico/nami-trade"","""","""","""","""""
"4488,""P2PEP"",""https://icomarks.com/ico/https-p2pep-com"","""","""","""","""""
"4573,""Alfa"",""https://icomarks.com/ico/alfa-coin"","""","""","""","""""
"4631,""dock-io"",""https://icomarks.com/ico/dock-io"","""","""","""","""""
"4638,""Electrify-Asia"",""https://icomarks.com/ico/electrify-asia"","""","""","""","""""
"4640,""EOSex"",""https://icomarks.com/ico/eosex1539900255"","""","""","""","""""
"4654,""Genuine Fashion"",""https://icomarks.com/ico/genuine-fashion-token "","""","""","""","""""
"4673,""Lancor Scientific"",""https://icomarks.com/ico/lancor"","""","""","""","""""
"4749,""Talenter"",""https://icomarks.com/ico/talenter-preico"","""","""","""","""""
"4769,""YuTu-Coin"",""https://icomarks.com/ico/yutu-co-in"","""","""","""","""""
"4782,""B-mail"",""https://icomarks.com/ico/blockchain-e-mail-token"","""","""","""","""""
"4783,""BaapPay"",""https://icomarks.com/ico/baappay-1"","""","""","""","""""
"4795,""BlockGame"",""https://icomarks.com/ico/blockgame_ico"","""","""","""","""""
"4807,""Cryptotask"",""https://icomarks.com/ico/crypto-task"","""","""","""","""""
"4849,""KAASY-AI"",""https://icomarks.com/ico/kaasy-ai"","""","""","""","""""
"4857,""McFly-aero"",""https://icomarks.com/ico/mcflyaero"","""","""","""","""""
"4875,""OID  - Opioid Token"",""https://icomarks.com/ico/oid-opioid-token"","""","""","""","""""
"4893,""Rialto-AI"",""https://icomarks.com/ico/rialtoai"","""","""","""","""""
"4906,""Stubba"",""https://icomarks.com/ico/stubba-preico"","""","""","""","""""
"4916,""traceto-io"",""https://icomarks.com/ico/traceto-io"","""","""","""","""""
"4942,""AlkebulanCash (One Africa Cryptocurrency)"",""https://icomarks.com/ico/alkebulancash-one-africa-cryptocurrency"","""","""","""","""""
"4974,""ELPIS"",""https://icomarks.com/ico/elpis-preico"","""","""","""","""""
"4988,""Harapan"",""https://icomarks.com/ico/harapan-coin"","""","""","""","""""
"4990,""IBFS-world"",""https://icomarks.com/ico/ibfs-world"","""","""","""","""""
"4995,""Indigodma"",""https://icomarks.com/ico/indigo-dma"","""","""","""","""""
"5029,""SafeStart"",""https://icomarks.com/ico/safestart-token"","""","""","""","""""
"5048,""TTCoin"",""https://icomarks.com/ico/tongtongcoin"","""","""","""","""""
"5064,""algo-land"",""https://icomarks.com/sto/algotrading"","""","""","""","""""
"5076,""cannabisfarm-io"",""https://icomarks.com/ico/cannabisfarm-io"","""","""","""","""""
"5086,""dueltoken-io"",""https://icomarks.com/ico/dueltoken-io"","""","""","""","""""
"5093,""Ethereum-link"",""https://icomarks.com/ico/ethereumlink"","""","""","""","""""
"5108,""Lendium-tech"",""https://icomarks.com/ico/lendium-tech"","""","""","""","""""
"5174,""bmy-guide"",""https://icomarks.com/ico/bmybit"","""","""","""","""""
"5184,""DOX-NETWORK"",""https://icomarks.com/ico/dox-network"","""","""","""","""""
"5187,""EtherJack-io"",""https://icomarks.com/ico/etherjack-io"","""","""","""","""""
"5204,""Pontem Inc-"",""https://icomarks.com/ico/pontem-inc"","""","""","""","""""
"5209,""sexService-io"",""https://icomarks.com/blockchain/sexservice-io"","""","""","""","""""
"5212,""Skye Properties"",""https://icomarks.com/ico/skye-properties1510843387"","""","""","""","""""
"5216,""Stocks-Bet"",""https://icomarks.com/ico/stocks-bet"","""","""","""","""""
"5256,""folio-ninja"",""https://icomarks.com/ico/folioninja"","""","""","""","""""
"5258,""FSBT API Token"",""https://icomarks.com/blockchain/forty-seven-bank"","""","""","""","""""
"5302,""EXXO"",""https://icomarks.com/ico/exxo-exchange"","""","""","""","""""
"5340,""Habricks"",""https://icomarks.com/ico/habricks-coin"","""","""","""","""""
"5427,""Swiftex Exchange"",""https://icomarks.com/ico/swiftex"","""","""","""","""""
"5432,""BITFINEX"",""https://icomarks.com/ieo/bitfinex1558216862"","""","""","""","""""
"5455,""XCon"",""https://icomarks.com/ico/connect-coin1543874466"","""","""","""","""""
"5467,""Matic"",""https://icomarks.com/ico/matic-launchpad"","""","""","""","""""
"5476,""LOLTOKEN BY EIU-AC"",""https://icomarks.com/ieo/loltoken-by-eiuac"","""","""","""","""""
"5483,""Poseidon"",""https://icomarks.com/ico/poseidon-foundation"","""","""","""","""""
"5509,""Nitro platform token"",""https://icomarks.com/blockchain/nitro-platform-token"","""","""","""","""""
"5520,""Ten Billion Coin IEO"",""https://icomarks.com/ieo/ten-billion-coin"","""","""","""","""""
"5543,""PDATA"",""https://icomarks.com/ieo/personal-data-democracy"","""","""","""","""""
"5550,""idap-io"",""https://icomarks.com/ieo/idap-io"","""","""","""","""""
"5563,""H&B Exchange Token"",""https://icomarks.com/ieo/hb-exchange-token"","""","""","""","""""
"5589,""Global Crypto Alliance"",""https://icomarks.com/ieo/gca"","""","""","""","""""
"5596,""K-im"",""https://icomarks.com/ico/kim"","""","""","""","""""
"5607,""Kuverit"",""https://icomarks.com/airdrop/kuverit"","""","""","""","""""
"5615,""Azuma Games"",""https://icomarks.com/ico/Azuma-Games"","""","""","""","""""
"5625,""Adrenaline"",""https://icomarks.com/ieo/adrenaline-ai"","""","""","""","""""
"5642,""Blackpearl"",""https://icomarks.com/ieo/blackpearlchain"","""","""","""","""""
"5732,""KODAK One"",""https://icomarks.com/ico/kodakone"","""","""","""","""""
"5745,""Lightning Cash"",""https://icomarks.com/ico/lnch-lightning-cash"","""","""","""","""""
"5754,""Flyp-me"",""https://icomarks.com/ico/flypme"","""","""","""","""""
"5755,""Bugu"",""https://icomarks.com/ico/httpstmebugunetwork"","""","""","""","""""
"5757,""The UXM"",""https://icomarks.com/blockchain/the-uxM"","""","""","""","""""
"5758,""Gramaton"",""https://icomarks.com/sto/gramaton-token"","""","""","""","""""
"5770,""Krypti-io"",""https://icomarks.com/ico/krypti-io"","""","""","""","""""
"5771,""UNCHAINET"",""https://icomarks.com/sto/unet"","""","""","""","""""
"5826,""Crypto Cash (Cipher Core token)"",""https://icomarks.com/ieo/crypto-cash-cipher-core-token"","""","""","""","""""
"5830,""Respawn Cyber Club"",""https://icomarks.com/ico/cube-1"","""","""","""","""""
"5840,""EasyFeedback Token"",""https://icomarks.com/ico/easy-feedback-token"","""","""","""","""""
"5895,""MoneyMaking AI"",""https://icomarks.com/ico/moneymaking"","""","""","""","""""
"5918,""Liber T token"",""https://icomarks.com/ico/liberttoken"","""","""","""","""""
"5922,""Vivo Capital"",""https://icomarks.com/ico/vivocapital"","""","""","""","""""
"5949,""OkGlobal"",""https://icomarks.com/ico/okglobal-coin-switch"","""","""","""","""""
"5954,""Devil?s Dragon"",""https://icomarks.com/ico/devils-dragon"","""","""","""","""""
"5962,""SableAssent"",""https://icomarks.com/ieo/sable-coin"","""","""","""","""""
"5967,""Hey, Be Well"",""https://icomarks.com/ico/hey-be-well"","""","""","""","""""
"5972,""Jun “M” Coin"",""https://icomarks.com/ieo/jun-034m034-coin"","""","""","""","""""
"5980,""CryptoDaily Token"",""https://icomarks.com/ieo/the-crdt-project"","""","""","""","""""
"5983,""eden-best"",""https://icomarks.com/ico/edenbest"","""","""","""","""""
"6001,""MediaRich-io"",""https://icomarks.com/ieo/mediarich-io"","""","""","""","""""
"6002,""NETZ"",""https://icomarks.com/sto/netzero"","""","""","""","""""
"6069,""SatoDefi"",""https://icomarks.com/airdrop/sato-defi"","""","""","""","""""
"6092,""Barter Smartplace"",""https://icomarks.com/ieo/barter-smarplace"","""","""","""","""""
"6141,""YearnClassic-Finance"",""https://icomarks.com/ico/yearnclassicfinance"","""","""","""","""""
"6143,""Creditor Data Platform"",""https://icomarks.com/ico/creditor"","""","""","""","""""
"6159,""Netcurrencyindex"",""https://icomarks.com/ieo/netcurrencyindexIEO"","""","""","""","""""
"6163,""Weave"",""https://icomarks.com/ico/arweave"","""","""","""","""""
"6166,""Nano Mining Token"",""https://icomarks.com/ico/nano-mining-token-ico"","""","""","""","""""
"6177,""Render Token"",""https://icomarks.com/ico/render-token-rndr"","""","""","""","""""
"6188,""BullionsChain"",""https://icomarks.com/airdrop/bullionschainairdrop"","""","""","""","""""
"6198,""Topl"",""https://icomarks.com/ico/toplancer"","""","""","""","""""
"6205,""CFX Quantum"",""https://icomarks.com/ieo/cfx-quantumIEO"","""","""","""","""""
"6258,""StableCoins by Platinum Q DAO Engineering"",""https://icomarks.com/ieo/q-dao"","""","""","""","""""
"6269,""Walnut Ventures"",""https://icomarks.com/ico/ito-assendelft"","""","""","""","""""
"6285,""Sonata-ai"",""https://icomarks.com/sto/sonata-ai"","""","""","""","""""
"6288,""MySafeHouse"",""https://icomarks.com/ico/mysafehouse-msw"","""","""","""","""""
"6328,""SharkTrade"",""https://icomarks.com/airdrop/shark-trade"","""","""","""","""""
"6332,""Pinect"",""https://icomarks.com/ico/youtopin"","""","""","""","""""
"6346,""MiL-K"",""https://icomarks.com/ico/milk"","""","""","""","""""
"6393,""MetaGame"",""https://icomarks.com/ico/metagame1"","""","""","""","""""
"6408,""WealthSharingSystems (ETHWSS)"",""https://icomarks.com/ico/wealthsharingsystems-ethwss"","""","""","""","""""
"6412,""Global DeFi"",""https://icomarks.com/ico/global-defi-platform"","""","""","""","""""
"6415,""Prinz"",""https://icomarks.com/ico/prinzfinance"","""","""","""","""""
